,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
12270,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,2,218,Non Job-Seekers
12271,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Public Sector,1,124,Job-Seekers
12272,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,Missing,Missing,1,34,Job-Seekers
12273,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10000+,Pvt Ltd,1,97,Non Job-Seekers
12274,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-499,Pvt Ltd,4,4,Job-Seekers
12275,0.624,Unspecified,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,2,Job-Seekers
12276,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,2,292,Non Job-Seekers
12277,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,4,19,Job-Seekers
12278,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,No company,No company,never,12,Job-Seekers
12279,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,80,Non Job-Seekers
12280,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Early Stage Startup,>4,41,Non Job-Seekers
12281,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Missing,Missing,>4,23,Job-Seekers
12282,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,10000+,Pvt Ltd,1,276,Non Job-Seekers
12283,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,8,1000-4999,Public Sector,3,302,Non Job-Seekers
12284,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,20,Non Job-Seekers
12285,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,44,Job-Seekers
12286,0.91,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,74,Non Job-Seekers
12287,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,15,Non Job-Seekers
12288,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,Non Job-Seekers
12289,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,21,Non Job-Seekers
12290,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,118,Job-Seekers
12292,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-499,Pvt Ltd,1,158,Non Job-Seekers
12293,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,1,284,Non Job-Seekers
12294,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,1,6,Non Job-Seekers
12295,0.92,Unspecified,No relevent experience,Full time course,High School,No Major,2,Missing,Missing,2,110,Non Job-Seekers
12296,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,>4,52,Non Job-Seekers
12297,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,1,56,Non Job-Seekers
12298,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,2,29,Job-Seekers
12299,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,NGO,1,42,Non Job-Seekers
12300,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,90,Non Job-Seekers
12301,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,46,Non Job-Seekers
12302,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Missing,2,37,Non Job-Seekers
12303,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,58,Non Job-Seekers
12304,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,1,69,Job-Seekers
12305,0.91,Male,No relevent experience,no_enrollment,High School,No Major,<1,Missing,Missing,2,39,Non Job-Seekers
12306,0.698,Male,Has relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Pvt Ltd,1,23,Non Job-Seekers
12307,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,77,Non Job-Seekers
12308,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,>4,53,Non Job-Seekers
12309,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Other,3,114,Job-Seekers
12310,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,27,Job-Seekers
12311,0.925,Male,Has relevent experience,no_enrollment,Primary School,No Major,6,Missing,Missing,>4,28,Non Job-Seekers
12312,0.804,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,15,Missing,Pvt Ltd,1,64,Non Job-Seekers
12313,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,21,Job-Seekers
12314,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Missing,Missing,4,108,Non Job-Seekers
12315,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,38,Non Job-Seekers
12316,0.625,Unspecified,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,4,72,Non Job-Seekers
12317,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,2,73,Non Job-Seekers
12318,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,4,12,Non Job-Seekers
12319,0.924,Male,No relevent experience,no_enrollment,Graduate,Arts,14,Missing,Missing,4,56,Non Job-Seekers
12320,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26,Non Job-Seekers
12321,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,1,54,Non Job-Seekers
12322,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,3,14,Non Job-Seekers
12323,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,77,Non Job-Seekers
12324,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,4,232,Job-Seekers
12325,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,126,Non Job-Seekers
12326,0.92,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,2,20,Non Job-Seekers
12327,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,36,Non Job-Seekers
12328,0.92,Male,No relevent experience,Full time course,High School,No Major,5,50-99,NGO,1,104,Non Job-Seekers
12329,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,20,Non Job-Seekers
12330,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,1,15,Non Job-Seekers
12331,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,44,Non Job-Seekers
12332,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-499,Pvt Ltd,1,46,Non Job-Seekers
12333,0.926,Male,No relevent experience,Full time course,High School,No Major,<1,No company,No company,never,38,Non Job-Seekers
12334,0.7390000000000001,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,6,100-499,NGO,1,278,Non Job-Seekers
12335,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,>4,23,Non Job-Seekers
12337,0.887,Unspecified,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Missing,2,33,Job-Seekers
12338,0.698,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,2,112,Job-Seekers
12340,0.92,Unspecified,Has relevent experience,no_enrollment,High School,No Major,9,1000-4999,Pvt Ltd,2,3,Non Job-Seekers
12341,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,2,224,Job-Seekers
12342,0.903,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-499,Pvt Ltd,never,5,Non Job-Seekers
12343,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Public Sector,>4,50,Non Job-Seekers
12344,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,184,Non Job-Seekers
12345,0.55,Male,Has relevent experience,no_enrollment,Primary School,No Major,3,50-99,Pvt Ltd,1,12,Non Job-Seekers
12346,0.7659999999999999,Unspecified,Has relevent experience,Full time course,Graduate,STEM,8,100-499,Pvt Ltd,2,12,Non Job-Seekers
12347,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,16,Non Job-Seekers
12349,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,1,135,Non Job-Seekers
12350,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,86,Non Job-Seekers
12351,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,1,158,Non Job-Seekers
12352,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1,44,Job-Seekers
12353,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102,Non Job-Seekers
12354,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,13,Missing,Missing,3,11,Non Job-Seekers
12355,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,>4,46,Non Job-Seekers
12356,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,Pvt Ltd,2,56,Non Job-Seekers
12357,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,53,Non Job-Seekers
12358,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,188,Job-Seekers
12359,0.897,Male,No relevent experience,no_enrollment,Primary School,No Major,4,No company,No company,never,26,Non Job-Seekers
12360,0.884,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,107,Non Job-Seekers
12361,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,17,Non Job-Seekers
12363,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Public Sector,1,83,Non Job-Seekers
12364,0.624,Unspecified,Has relevent experience,Full time course,Masters,STEM,5,No company,No company,never,3,Non Job-Seekers
12365,0.698,Male,No relevent experience,Full time course,Graduate,STEM,12,10000+,Public Sector,2,67,Job-Seekers
12366,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,4,Non Job-Seekers
12367,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,Missing,Missing,1,15,Job-Seekers
12368,0.624,Male,No relevent experience,Full time course,High School,No Major,2,Missing,Pvt Ltd,never,26,Job-Seekers
12369,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,55,Non Job-Seekers
12370,0.926,Male,No relevent experience,Part time course,Graduate,STEM,6,No company,No company,never,50,Non Job-Seekers
12371,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,3,12,Job-Seekers
12372,0.855,Male,Has relevent experience,Part time course,High School,No Major,10,Missing,Missing,1,16,Non Job-Seekers
12374,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,2,34,Non Job-Seekers
12375,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,>4,35,Non Job-Seekers
12376,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,4,9,Non Job-Seekers
12377,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,5000-9999,Pvt Ltd,>4,4,Non Job-Seekers
12378,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,30,Non Job-Seekers
12379,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Funded Startup,3,5,Non Job-Seekers
12380,0.92,Unspecified,No relevent experience,Full time course,High School,No Major,<1,No company,No company,never,20,Non Job-Seekers
12381,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,21,Non Job-Seekers
12382,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,89,Job-Seekers
12383,0.579,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,1,49,Job-Seekers
12384,0.624,Unspecified,Has relevent experience,Full time course,Masters,STEM,1,Missing,Missing,1,52,Non Job-Seekers
12385,0.8240000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,28,Job-Seekers
12387,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,52,Job-Seekers
12388,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,168,Job-Seekers
12390,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,3,28,Job-Seekers
12391,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,75,Non Job-Seekers
12392,0.865,Male,Has relevent experience,Full time course,High School,No Major,6,50-99,Funded Startup,1,50,Non Job-Seekers
12393,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,21,Non Job-Seekers
12394,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,16,Missing,Missing,>4,60,Non Job-Seekers
12396,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,4,100-499,Missing,1,32,Non Job-Seekers
12397,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-499,Funded Startup,3,136,Non Job-Seekers
12398,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,2,23,Non Job-Seekers
12399,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,108,Non Job-Seekers
12400,0.913,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,64,Non Job-Seekers
12401,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,2,8,Non Job-Seekers
12402,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-499,Pvt Ltd,>4,52,Non Job-Seekers
12403,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-499,Pvt Ltd,1,19,Non Job-Seekers
12404,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,>4,78,Non Job-Seekers
12405,0.897,Male,No relevent experience,Full time course,Masters,STEM,3,Missing,Missing,1,32,Job-Seekers
12406,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Missing,Missing,1,63,Non Job-Seekers
12407,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,9,No company,No company,never,218,Non Job-Seekers
12408,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,NGO,1,25,Job-Seekers
12409,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,28,Job-Seekers
12410,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,174,Non Job-Seekers
12411,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-499,Pvt Ltd,>4,22,Non Job-Seekers
12412,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,49,Non Job-Seekers
12414,0.722,Male,No relevent experience,Full time course,Graduate,Humanities,6,Missing,Missing,2,162,Non Job-Seekers
12415,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,16,1000-4999,Pvt Ltd,never,29,Job-Seekers
12416,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,3,23,Non Job-Seekers
12417,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,141,Non Job-Seekers
12418,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,70,Non Job-Seekers
12419,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,46,Non Job-Seekers
12420,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Missing,Missing,2,10,Job-Seekers
12421,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,Missing,Missing,>4,30,Job-Seekers
12422,0.762,Unspecified,Has relevent experience,Part time course,Graduate,STEM,10,100-499,Pvt Ltd,2,8,Non Job-Seekers
12423,0.897,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Public Sector,3,34,Non Job-Seekers
12424,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,10000+,Pvt Ltd,2,6,Non Job-Seekers
12425,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-499,Funded Startup,>4,138,Non Job-Seekers
12426,0.754,Unspecified,No relevent experience,Part time course,Masters,STEM,>20,Missing,Missing,1,74,Job-Seekers
12427,0.579,Unspecified,No relevent experience,Full time course,Graduate,STEM,2,Missing,Pvt Ltd,never,45,Job-Seekers
12428,0.939,Male,No relevent experience,no_enrollment,Graduate,Humanities,12,50-99,Public Sector,>4,22,Non Job-Seekers
12429,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,4,78,Job-Seekers
12430,0.624,Unspecified,No relevent experience,Full time course,High School,No Major,6,Missing,Missing,1,16,Job-Seekers
12431,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,2,44,Non Job-Seekers
12432,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,3,56,Non Job-Seekers
12433,0.92,Male,No relevent experience,no_enrollment,Primary School,No Major,1,No company,No company,never,22,Non Job-Seekers
12434,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,3,Non Job-Seekers
12435,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,>4,3,Non Job-Seekers
12436,0.767,Unspecified,Has relevent experience,Full time course,Graduate,STEM,>20,100-499,Pvt Ltd,>4,46,Non Job-Seekers
12437,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,1,28,Job-Seekers
12438,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,202,Non Job-Seekers
12439,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,2,12,Non Job-Seekers
12440,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-499,Pvt Ltd,>4,87,Non Job-Seekers
12441,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,13,500-999,Pvt Ltd,1,22,Non Job-Seekers
12442,0.754,Male,Has relevent experience,no_enrollment,High School,No Major,7,No company,No company,never,4,Non Job-Seekers
12443,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,13,Non Job-Seekers
12444,0.754,Unspecified,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,2,14,Job-Seekers
12445,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,never,120,Non Job-Seekers
12446,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,2,42,Job-Seekers
12448,0.74,Unspecified,Has relevent experience,no_enrollment,Graduate,No Major,10,<10,Early Stage Startup,1,52,Non Job-Seekers
12449,0.897,Unspecified,No relevent experience,Full time course,Graduate,No Major,2,1000-4999,Pvt Ltd,1,68,Non Job-Seekers
12450,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,17,500-999,Missing,1,13,Non Job-Seekers
12452,0.926,Male,Has relevent experience,no_enrollment,High School,No Major,10,10/49,Pvt Ltd,never,4,Non Job-Seekers
12453,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,40,Job-Seekers
12454,0.624,Unspecified,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,24,Non Job-Seekers
12455,0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,No company,No company,never,54,Job-Seekers
12456,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,>4,76,Non Job-Seekers
12457,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,2,23,Non Job-Seekers
12458,0.897,Unspecified,No relevent experience,Full time course,Graduate,No Major,3,<10,Pvt Ltd,1,77,Non Job-Seekers
12459,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,2,47,Non Job-Seekers
12460,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,>4,41,Non Job-Seekers
12461,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,>4,22,Job-Seekers
12462,0.915,Male,No relevent experience,no_enrollment,High School,No Major,4,No company,No company,never,12,Non Job-Seekers
12463,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,60,Non Job-Seekers
12464,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,2,13,Job-Seekers
12465,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,41,Non Job-Seekers
12466,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,31,Job-Seekers
12469,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,55,Job-Seekers
12470,0.91,Male,No relevent experience,Part time course,Graduate,STEM,12,Missing,Missing,2,111,Job-Seekers
12471,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,20,Non Job-Seekers
12472,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Missing,Missing,1,87,Job-Seekers
12473,0.92,Unspecified,Has relevent experience,Part time course,Masters,STEM,>20,Missing,Missing,1,39,Job-Seekers
12474,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,No company,No company,never,24,Non Job-Seekers
12475,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,NGO,1,282,Non Job-Seekers
12476,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Missing,1,166,Non Job-Seekers
12477,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-499,Pvt Ltd,1,84,Job-Seekers
12478,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,never,54,Job-Seekers
12479,0.92,Female,Has relevent experience,no_enrollment,Primary School,No Major,10,50-99,Early Stage Startup,1,33,Non Job-Seekers
12480,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,1,92,Job-Seekers
12481,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,1,41,Non Job-Seekers
12482,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,3,56,Job-Seekers
12483,0.915,Male,No relevent experience,no_enrollment,High School,No Major,8,5000-9999,Public Sector,1,42,Non Job-Seekers
12484,0.893,Male,Has relevent experience,no_enrollment,High School,No Major,20,Missing,Missing,1,167,Non Job-Seekers
12485,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,122,Non Job-Seekers
12486,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,2,44,Job-Seekers
12488,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,102,Non Job-Seekers
12489,0.926,Male,Has relevent experience,no_enrollment,High School,No Major,14,50-99,Pvt Ltd,3,84,Non Job-Seekers
12490,0.887,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Public Sector,2,34,Non Job-Seekers
12491,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,72,Non Job-Seekers
12492,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,11,Job-Seekers
12493,0.926,Unspecified,Has relevent experience,no_enrollment,High School,No Major,>20,10/49,Pvt Ltd,1,36,Non Job-Seekers
12494,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,1,23,Non Job-Seekers
12495,0.92,Unspecified,Has relevent experience,Part time course,Graduate,STEM,4,<10,Missing,1,45,Non Job-Seekers
12496,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-499,Funded Startup,1,70,Non Job-Seekers
12497,0.92,Male,Has relevent experience,Full time course,High School,No Major,8,100-499,Pvt Ltd,1,13,Non Job-Seekers
12498,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-499,Funded Startup,2,78,Job-Seekers
12499,0.624,Male,No relevent experience,Full time course,High School,No Major,6,Missing,Missing,1,9,Job-Seekers
12500,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-499,Pvt Ltd,1,14,Non Job-Seekers
12501,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,never,80,Non Job-Seekers
12502,0.767,Unspecified,Has relevent experience,Full time course,Graduate,STEM,3,100-499,Pvt Ltd,1,13,Non Job-Seekers
12503,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,4,18,Non Job-Seekers
12504,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,178,Non Job-Seekers
12505,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,278,Non Job-Seekers
12506,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,31,Non Job-Seekers
12507,0.698,Unspecified,No relevent experience,Full time course,High School,No Major,7,Missing,Missing,1,114,Job-Seekers
12508,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,1,Missing,Missing,1,29,Non Job-Seekers
12509,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-499,Pvt Ltd,3,138,Non Job-Seekers
12510,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,3,222,Non Job-Seekers
12511,0.738,Unspecified,Has relevent experience,Full time course,Graduate,Other,1,5000-9999,Pvt Ltd,1,90,Non Job-Seekers
12512,0.897,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,1000-4999,Pvt Ltd,1,130,Job-Seekers
12514,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,2,69,Non Job-Seekers
